               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.034737,            0.031047,            0.011001,             0.70129,             0.64673,             0.68396,             0.40699,            0.037225,            0.020291,            0.010199,           0.0004556,           0.0004556,           0.0004556
                 158,            0.034717,              0.0311,            0.010875,             0.70103,             0.64675,             0.68443,             0.40722,            0.037218,            0.020287,            0.010192,           0.0004457,           0.0004457,           0.0004457
                 159,             0.03482,            0.030987,            0.011083,             0.69743,             0.64946,             0.68471,             0.40783,            0.037214,            0.020281,             0.01019,           0.0004358,           0.0004358,           0.0004358
                 160,            0.034662,            0.031517,            0.010677,             0.69813,              0.6501,             0.68502,             0.40807,            0.037209,            0.020277,            0.010184,           0.0004259,           0.0004259,           0.0004259
                 161,            0.034764,              0.0312,            0.010797,             0.69981,             0.64833,             0.68558,             0.40865,            0.037203,            0.020272,            0.010182,            0.000416,            0.000416,            0.000416
                 162,             0.03452,            0.030996,            0.010819,             0.70023,              0.6489,             0.68608,             0.40913,            0.037198,            0.020267,            0.010182,           0.0004061,           0.0004061,           0.0004061
                 163,            0.034419,            0.030736,            0.010857,              0.7008,             0.64901,             0.68641,             0.40964,            0.037193,            0.020264,            0.010179,           0.0003962,           0.0003962,           0.0003962
                 164,            0.034472,             0.03107,            0.010744,             0.70217,             0.64817,             0.68715,             0.41029,            0.037191,            0.020261,            0.010174,           0.0003863,           0.0003863,           0.0003863
                 165,            0.034399,            0.030929,            0.010508,             0.70224,              0.6483,             0.68771,             0.41075,            0.037187,            0.020256,             0.01017,           0.0003764,           0.0003764,           0.0003764
                 166,            0.034368,            0.031231,            0.010651,             0.70326,             0.64802,             0.68777,             0.41083,            0.037184,            0.020254,            0.010169,           0.0003665,           0.0003665,           0.0003665
                 167,            0.034404,            0.030741,             0.01061,             0.70301,             0.64787,             0.68811,             0.41137,            0.037183,            0.020251,             0.01017,           0.0003566,           0.0003566,           0.0003566
                 168,            0.034296,            0.030654,            0.010629,             0.70237,             0.64811,             0.68842,             0.41168,            0.037181,            0.020246,            0.010166,           0.0003467,           0.0003467,           0.0003467
                 169,             0.03421,            0.030817,            0.010341,             0.70177,             0.64965,             0.68899,             0.41214,            0.037182,            0.020243,            0.010169,           0.0003368,           0.0003368,           0.0003368
                 170,            0.034254,            0.030855,            0.010315,             0.70168,             0.64991,             0.68915,             0.41247,            0.037182,             0.02024,            0.010174,           0.0003269,           0.0003269,           0.0003269
                 171,            0.034122,            0.030541,            0.010366,             0.70193,             0.65045,             0.68933,             0.41277,             0.03718,            0.020239,            0.010176,            0.000317,            0.000317,            0.000317
                 172,            0.034152,            0.030512,            0.010324,             0.70246,             0.64899,             0.68967,             0.41326,             0.03718,            0.020235,            0.010177,           0.0003071,           0.0003071,           0.0003071
                 173,            0.034008,            0.030463,            0.010486,             0.70263,             0.64894,             0.68966,             0.41355,            0.037181,            0.020234,             0.01018,           0.0002972,           0.0002972,           0.0002972
                 174,            0.033969,            0.030651,            0.010266,             0.70257,             0.64996,             0.68995,             0.41385,            0.037182,            0.020232,            0.010182,           0.0002873,           0.0002873,           0.0002873
                 175,            0.033912,            0.030487,            0.010292,             0.70283,             0.64924,                0.69,             0.41427,            0.037183,            0.020231,            0.010183,           0.0002774,           0.0002774,           0.0002774
                 176,            0.033995,            0.030541,            0.010192,             0.70211,             0.64984,             0.69026,             0.41432,            0.037182,            0.020229,            0.010184,           0.0002675,           0.0002675,           0.0002675
                 177,            0.033917,            0.030686,            0.010197,             0.70207,             0.65138,             0.69031,             0.41466,            0.037181,            0.020227,            0.010185,           0.0002576,           0.0002576,           0.0002576
                 178,            0.033799,            0.030364,            0.010239,             0.70273,             0.65096,             0.69063,             0.41495,            0.037182,            0.020226,            0.010186,           0.0002477,           0.0002477,           0.0002477
                 179,            0.033545,            0.030035,            0.010219,             0.70406,             0.65096,             0.69079,             0.41518,            0.037182,            0.020225,            0.010187,           0.0002378,           0.0002378,           0.0002378
                 180,            0.033757,            0.030258,             0.01025,             0.70383,             0.65109,             0.69105,              0.4154,            0.037184,            0.020223,            0.010188,           0.0002279,           0.0002279,           0.0002279
                 181,            0.033885,            0.030579,            0.010293,             0.70431,             0.65025,             0.69069,             0.41549,            0.037188,            0.020224,            0.010192,            0.000218,            0.000218,            0.000218
                 182,            0.033825,            0.030501,            0.010077,              0.7045,             0.65101,             0.69069,             0.41539,             0.03719,            0.020224,            0.010197,           0.0002081,           0.0002081,           0.0002081
                 183,            0.033617,             0.03044,            0.010103,             0.70477,             0.65155,             0.69077,              0.4157,            0.037192,            0.020225,            0.010198,           0.0001982,           0.0001982,           0.0001982
                 184,            0.033553,            0.030155,           0.0099778,             0.70667,             0.65064,             0.69088,             0.41576,            0.037193,            0.020225,            0.010201,           0.0001883,           0.0001883,           0.0001883
                 185,            0.033683,            0.030449,           0.0099059,             0.70605,             0.65168,             0.69076,             0.41566,            0.037196,            0.020227,            0.010203,           0.0001784,           0.0001784,           0.0001784
                 186,            0.033644,            0.030259,            0.010019,             0.70704,             0.65109,             0.69083,             0.41556,            0.037198,            0.020228,            0.010209,           0.0001685,           0.0001685,           0.0001685
                 187,            0.033389,            0.030158,           0.0098537,             0.70702,              0.6516,             0.69042,             0.41556,              0.0372,            0.020229,            0.010215,           0.0001586,           0.0001586,           0.0001586
                 188,            0.033326,             0.03003,            0.010002,             0.70789,             0.65054,             0.69068,             0.41578,            0.037203,            0.020231,             0.01022,           0.0001487,           0.0001487,           0.0001487
                 189,            0.033473,            0.030083,            0.010041,             0.70732,              0.6506,             0.69077,             0.41599,            0.037205,            0.020232,            0.010224,           0.0001388,           0.0001388,           0.0001388
                 190,            0.033374,            0.029966,           0.0099923,             0.70753,             0.65033,             0.69069,             0.41611,            0.037207,            0.020235,            0.010229,           0.0001289,           0.0001289,           0.0001289
                 191,            0.033358,            0.030252,           0.0098376,             0.70819,             0.64959,             0.69081,             0.41588,             0.03721,            0.020235,            0.010234,            0.000119,            0.000119,            0.000119
                 192,            0.033401,            0.030052,           0.0098536,             0.70875,             0.65023,             0.69082,             0.41612,            0.037214,            0.020237,            0.010241,           0.0001091,           0.0001091,           0.0001091
                 193,            0.033366,            0.029967,           0.0096939,             0.70956,             0.65015,             0.69088,             0.41629,            0.037218,            0.020239,            0.010251,            9.92e-05,            9.92e-05,            9.92e-05
                 194,            0.033395,            0.030208,            0.009727,             0.71172,             0.64974,             0.69101,             0.41656,            0.037222,            0.020242,            0.010257,            8.93e-05,            8.93e-05,            8.93e-05
                 195,             0.03333,            0.029911,           0.0097559,             0.71051,             0.65004,             0.69104,              0.4163,            0.037227,            0.020243,            0.010263,            7.94e-05,            7.94e-05,            7.94e-05
                 196,            0.033154,            0.029729,           0.0096649,             0.71115,             0.65073,             0.69129,             0.41672,            0.037231,            0.020245,             0.01027,            6.95e-05,            6.95e-05,            6.95e-05
                 197,            0.033283,            0.030295,           0.0096289,             0.71231,             0.64993,             0.69119,             0.41682,            0.037236,            0.020249,             0.01028,            5.96e-05,            5.96e-05,            5.96e-05
                 198,            0.033252,            0.029887,           0.0097611,             0.71008,             0.65097,              0.6911,              0.4171,             0.03724,            0.020253,            0.010287,            4.97e-05,            4.97e-05,            4.97e-05
                 199,            0.033083,            0.029873,            0.009575,             0.71197,              0.6502,             0.69104,             0.41695,            0.037245,            0.020255,            0.010296,            3.98e-05,            3.98e-05,            3.98e-05
