               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,             0.03683,            0.029458,            0.011239,             0.76456,             0.66981,             0.74079,             0.46358,            0.037169,            0.018587,            0.010749,             0.00271,             0.00271,             0.00271
                 164,             0.03665,            0.029192,             0.01124,             0.76587,             0.67045,             0.74142,             0.46445,             0.03716,            0.018581,            0.010729,            0.002665,            0.002665,            0.002665
                 165,             0.03656,            0.029042,            0.010842,              0.7657,             0.67242,             0.74144,             0.46503,            0.037147,            0.018576,            0.010707,             0.00262,             0.00262,             0.00262
                 166,            0.036617,            0.029259,            0.010903,             0.76515,              0.6737,               0.742,             0.46525,            0.037137,            0.018568,            0.010696,            0.002575,            0.002575,            0.002575
                 167,            0.036469,            0.028937,            0.010748,             0.76567,             0.67372,             0.74269,             0.46554,            0.037121,             0.01856,            0.010684,             0.00253,             0.00253,             0.00253
                 168,            0.036429,              0.0289,            0.010987,             0.76801,              0.6754,             0.74332,             0.46602,            0.037104,            0.018555,            0.010683,            0.002485,            0.002485,            0.002485
                 169,            0.036329,            0.029285,            0.010695,             0.76699,             0.67704,             0.74341,             0.46623,            0.037088,             0.01855,            0.010677,             0.00244,             0.00244,             0.00244
                 170,             0.03631,            0.029131,            0.010734,             0.76761,             0.67759,             0.74386,             0.46692,             0.03707,            0.018542,            0.010655,            0.002395,            0.002395,            0.002395
                 171,            0.036308,            0.028837,            0.010617,             0.76789,             0.67646,             0.74398,             0.46773,            0.037056,            0.018539,            0.010652,             0.00235,             0.00235,             0.00235
                 172,            0.036054,            0.028854,            0.010457,             0.76707,             0.67594,             0.74319,             0.46812,            0.037047,            0.018533,            0.010645,            0.002305,            0.002305,            0.002305
                 173,            0.036108,            0.028947,            0.010505,             0.76867,             0.67516,             0.74424,             0.46835,            0.037036,            0.018528,            0.010629,             0.00226,             0.00226,             0.00226
                 174,            0.035953,            0.028662,             0.01043,             0.76794,              0.6763,             0.74386,             0.46883,            0.037016,            0.018522,            0.010617,            0.002215,            0.002215,            0.002215
                 175,            0.035694,            0.028664,            0.010377,             0.76951,             0.67693,             0.74454,             0.46874,               0.037,            0.018513,            0.010605,             0.00217,             0.00217,             0.00217
                 176,            0.035486,            0.028727,            0.010301,             0.76965,             0.67845,             0.74483,             0.46916,            0.036992,            0.018508,             0.01061,            0.002125,            0.002125,            0.002125
                 177,             0.03555,            0.028531,            0.010411,             0.77022,             0.67638,             0.74436,             0.46939,            0.036979,            0.018503,            0.010607,             0.00208,             0.00208,             0.00208
                 178,              0.0357,            0.028599,            0.010185,             0.77029,              0.6775,             0.74541,             0.46992,            0.036965,            0.018498,            0.010599,            0.002035,            0.002035,            0.002035
                 179,            0.035575,            0.028453,            0.009889,             0.77426,             0.67517,             0.74583,             0.47041,            0.036952,             0.01849,            0.010598,             0.00199,             0.00199,             0.00199
                 180,            0.035374,            0.028414,            0.010154,             0.77461,              0.6747,             0.74605,             0.47113,            0.036939,            0.018484,              0.0106,            0.001945,            0.001945,            0.001945
                 181,            0.035489,            0.028309,           0.0098813,             0.77749,             0.67163,              0.7461,             0.47192,            0.036932,            0.018478,            0.010605,              0.0019,              0.0019,              0.0019
                 182,            0.035362,            0.028405,            0.009925,             0.77645,             0.67335,             0.74638,             0.47218,            0.036926,            0.018472,            0.010613,            0.001855,            0.001855,            0.001855
                 183,            0.035181,            0.028295,           0.0098058,             0.77518,             0.67199,              0.7466,             0.47279,            0.036918,             0.01847,            0.010619,             0.00181,             0.00181,             0.00181
                 184,            0.035155,            0.028162,           0.0098106,             0.77287,             0.67305,             0.74667,             0.47326,            0.036906,            0.018465,            0.010624,            0.001765,            0.001765,            0.001765
                 185,             0.03484,            0.028023,           0.0096401,             0.76901,             0.67621,             0.74778,             0.47374,              0.0369,            0.018461,            0.010606,             0.00172,             0.00172,             0.00172
                 186,            0.035042,            0.028094,           0.0098142,             0.77053,              0.6785,             0.74835,             0.47401,            0.036891,            0.018455,             0.01061,            0.001675,            0.001675,            0.001675
                 187,            0.034816,            0.028155,           0.0096763,             0.77394,             0.67621,             0.74906,             0.47479,            0.036886,            0.018452,            0.010614,             0.00163,             0.00163,             0.00163
                 188,            0.034578,            0.027889,           0.0093414,              0.7744,              0.6759,             0.74961,             0.47522,            0.036883,            0.018449,            0.010622,            0.001585,            0.001585,            0.001585
                 189,            0.034691,            0.028014,           0.0094268,             0.77161,             0.67644,             0.74967,             0.47585,            0.036876,            0.018446,            0.010629,             0.00154,             0.00154,             0.00154
                 190,            0.034493,            0.027945,           0.0092337,             0.77316,               0.677,             0.75022,             0.47689,            0.036866,            0.018444,            0.010636,            0.001495,            0.001495,            0.001495
                 191,            0.034661,            0.027767,           0.0092739,             0.77564,             0.67712,             0.75066,             0.47706,             0.03686,            0.018441,            0.010638,             0.00145,             0.00145,             0.00145
                 192,            0.034403,            0.027813,           0.0092024,             0.77344,             0.67854,              0.7506,             0.47761,            0.036854,             0.01844,            0.010639,            0.001405,            0.001405,            0.001405
                 193,            0.034449,            0.027694,           0.0091156,             0.77311,             0.68035,             0.75129,             0.47814,            0.036849,            0.018436,            0.010651,             0.00136,             0.00136,             0.00136
                 194,             0.03419,            0.027737,           0.0091423,             0.77472,             0.67974,             0.75134,             0.47858,            0.036846,            0.018434,             0.01066,            0.001315,            0.001315,            0.001315
                 195,            0.033919,            0.027633,           0.0090056,             0.77717,             0.67889,             0.75177,              0.4796,             0.03684,            0.018433,            0.010672,             0.00127,             0.00127,             0.00127
                 196,            0.033766,            0.027516,           0.0088902,              0.7798,             0.67587,             0.75211,             0.48021,            0.036834,            0.018433,            0.010684,            0.001225,            0.001225,            0.001225
                 197,            0.033836,            0.027443,           0.0088774,             0.77992,             0.67665,             0.75215,             0.48087,            0.036831,             0.01843,            0.010697,             0.00118,             0.00118,             0.00118
                 198,            0.033886,            0.027493,           0.0087819,             0.77862,             0.67481,             0.75211,             0.48171,            0.036824,             0.01843,            0.010701,            0.001135,            0.001135,            0.001135
                 199,            0.033565,            0.027306,           0.0086881,             0.77694,             0.67655,             0.75253,             0.48229,            0.036825,            0.018429,            0.010718,             0.00109,             0.00109,             0.00109
